,symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,aspiration_std,aspiration_turbo,horsepower-binned,fuel-type-diesel,fuel-type-gas,aspiration_std,aspiration_turbo
131,2.0,104,saab,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2758.0,ohc,four,121.0,mpfi,3.54,3.07,9.3,110.0,5250,21.0,28.0,15510,True,False,Low,False,True,True,False
132,3.0,150,saab,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2808.0,dohc,four,121.0,mpfi,3.54,3.07,9.0,160.0,5500,19.0,26.0,18150,False,True,Medium,False,True,False,True
133,2.0,104,saab,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2847.0,dohc,four,121.0,mpfi,3.54,3.07,9.0,160.0,5500,19.0,26.0,18620,False,True,Medium,False,True,False,True
134,2.0,83,subaru,two,hatchback,fwd,front,93.7,156.9,63.4,53.7,2050.0,ohcf,four,97.0,2bbl,3.62,2.36,9.0,69.0,4900,31.0,36.0,5118,True,False,Low,False,True,True,False
135,2.0,83,subaru,two,hatchback,fwd,front,93.7,157.9,63.6,53.7,2120.0,ohcf,four,108.0,2bbl,3.62,2.64,8.7,73.0,4400,26.0,31.0,7053,True,False,Low,False,True,True,False
136,2.0,83,subaru,two,hatchback,4wd,front,93.3,157.3,63.8,55.7,2240.0,ohcf,four,108.0,2bbl,3.62,2.64,8.7,73.0,4400,26.0,31.0,7603,True,False,Low,False,True,True,False
137,0.0,102,subaru,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2145.0,ohcf,four,108.0,2bbl,3.62,2.64,9.5,82.0,4800,32.0,37.0,7126,True,False,Low,False,True,True,False
138,0.0,102,subaru,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2190.0,ohcf,four,108.0,2bbl,3.62,2.64,9.5,82.0,4400,28.0,33.0,7775,True,False,Low,False,True,True,False
139,0.0,102,subaru,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2340.0,ohcf,four,108.0,mpfi,3.62,2.64,9.0,94.0,5200,26.0,32.0,9960,True,False,Low,False,True,True,False
140,0.0,102,subaru,four,sedan,4wd,front,97.0,172.0,65.4,54.3,2385.0,ohcf,four,108.0,2bbl,3.62,2.64,9.0,82.0,4800,24.0,25.0,9233,True,False,Low,False,True,True,False
141,0.0,102,subaru,four,sedan,4wd,front,97.0,172.0,65.4,54.3,2510.0,ohcf,four,108.0,mpfi,3.62,2.64,7.7,111.0,4800,24.0,29.0,11259,False,True,Low,False,True,False,True
142,0.0,89,subaru,four,wagon,fwd,front,97.0,173.5,65.4,53.0,2290.0,ohcf,four,108.0,2bbl,3.62,2.64,9.0,82.0,4800,28.0,32.0,7463,True,False,Low,False,True,True,False
143,0.0,89,subaru,four,wagon,fwd,front,97.0,173.5,65.4,53.0,2455.0,ohcf,four,108.0,mpfi,3.62,2.64,9.0,94.0,5200,25.0,31.0,10198,True,False,Low,False,True,True,False
144,0.0,85,subaru,four,wagon,4wd,front,96.9,173.6,65.4,54.9,2420.0,ohcf,four,108.0,2bbl,3.62,2.64,9.0,82.0,4800,23.0,29.0,8013,True,False,Low,False,True,True,False
145,0.0,85,subaru,four,wagon,4wd,front,96.9,173.6,65.4,54.9,2650.0,ohcf,four,108.0,mpfi,3.62,2.64,7.7,111.0,4800,23.0,23.0,11694,False,True,Low,False,True,False,True
146,1.0,87,toyota,two,hatchback,fwd,front,95.7,158.7,63.6,54.5,1985.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800,35.0,39.0,5348,True,False,Low,False,True,True,False
147,1.0,87,toyota,two,hatchback,fwd,front,95.7,158.7,63.6,54.5,2040.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800,31.0,38.0,6338,True,False,Low,False,True,True,False
148,1.0,74,toyota,four,hatchback,fwd,front,95.7,158.7,63.6,54.5,2015.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800,31.0,38.0,6488,True,False,Low,False,True,True,False
149,0.0,77,toyota,four,wagon,fwd,front,95.7,169.7,63.6,59.1,2280.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800,31.0,37.0,6918,True,False,Low,False,True,True,False
150,0.0,81,toyota,four,wagon,4wd,front,95.7,169.7,63.6,59.1,2290.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800,27.0,32.0,7898,True,False,Low,False,True,True,False
151,0.0,91,toyota,four,wagon,4wd,front,95.7,169.7,63.6,59.1,3110.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800,27.0,32.0,8778,True,False,Low,False,True,True,False
152,0.0,91,toyota,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2081.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800,30.0,37.0,6938,True,False,Low,False,True,True,False
153,0.0,91,toyota,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2109.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800,30.0,37.0,7198,True,False,Low,False,True,True,False
154,0.0,91,toyota,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2275.0,ohc,four,110.0,idi,3.27,3.35,22.5,56.0,4500,34.0,36.0,7898,True,False,Low,True,False,True,False
155,0.0,91,toyota,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2275.0,ohc,four,110.0,idi,3.27,3.35,22.5,56.0,4500,38.0,47.0,7788,True,False,Low,True,False,True,False
156,0.0,91,toyota,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2094.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800,38.0,47.0,7738,True,False,Low,False,True,True,False
157,0.0,91,toyota,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2122.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800,28.0,34.0,8358,True,False,Low,False,True,True,False
158,0.0,91,toyota,four,sedan,fwd,front,95.7,166.3,64.4,52.8,2140.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800,28.0,34.0,9258,True,False,Low,False,True,True,False
159,1.0,168,toyota,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2169.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800,29.0,34.0,8058,True,False,Low,False,True,True,False
160,1.0,168,toyota,two,hatchback,rwd,front,94.5,168.7,64.0,52.6,2204.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800,29.0,34.0,8238,True,False,Low,False,True,True,False
161,1.0,168,toyota,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2265.0,dohc,four,98.0,mpfi,3.24,3.08,9.4,112.0,6600,26.0,29.0,9298,True,False,Low,False,True,True,False
162,1.0,168,toyota,two,hatchback,rwd,front,94.5,168.7,64.0,52.6,2300.0,dohc,four,98.0,mpfi,3.24,3.08,9.4,112.0,6600,26.0,29.0,9538,True,False,Low,False,True,True,False
163,2.0,134,toyota,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2540.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800,24.0,30.0,8449,True,False,Low,False,True,True,False
164,2.0,134,toyota,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2536.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800,24.0,30.0,9639,True,False,Low,False,True,True,False
165,2.0,134,toyota,two,hatchback,rwd,front,98.4,176.2,65.6,52.0,2551.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800,24.0,30.0,9989,True,False,Low,False,True,True,False
166,2.0,134,toyota,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2679.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800,24.0,30.0,11199,True,False,Low,False,True,True,False
167,2.0,134,toyota,two,hatchback,rwd,front,98.4,176.2,65.6,52.0,2714.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800,24.0,30.0,11549,True,False,Low,False,True,True,False
168,2.0,134,toyota,two,convertible,rwd,front,98.4,176.2,65.6,53.0,2975.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800,24.0,30.0,17669,True,False,Low,False,True,True,False
169,-1.0,65,toyota,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2326.0,ohc,four,122.0,mpfi,3.31,3.54,8.7,92.0,4200,29.0,34.0,8948,True,False,Low,False,True,True,False
170,-1.0,65,toyota,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2480.0,ohc,four,110.0,idi,3.27,3.35,22.5,73.0,4500,30.0,33.0,10698,False,True,Low,True,False,False,True
171,-1.0,65,toyota,four,hatchback,fwd,front,102.4,175.6,66.5,53.9,2414.0,ohc,four,122.0,mpfi,3.31,3.54,8.7,92.0,4200,27.0,32.0,9988,True,False,Low,False,True,True,False
172,-1.0,65,toyota,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2414.0,ohc,four,122.0,mpfi,3.31,3.54,8.7,92.0,4200,27.0,32.0,10898,True,False,Low,False,True,True,False
173,-1.0,65,toyota,four,hatchback,fwd,front,102.4,175.6,66.5,53.9,2458.0,ohc,four,122.0,mpfi,3.31,3.54,8.7,92.0,4200,27.0,32.0,11248,True,False,Low,False,True,True,False
174,3.0,197,toyota,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,2976.0,dohc,six,171.0,mpfi,3.27,3.35,9.3,161.0,5200,20.0,24.0,16558,True,False,Medium,False,True,True,False
175,3.0,197,toyota,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,3016.0,dohc,six,171.0,mpfi,3.27,3.35,9.3,161.0,5200,19.0,24.0,15998,True,False,Medium,False,True,True,False
176,-1.0,90,toyota,four,sedan,rwd,front,104.5,187.8,66.5,54.1,3131.0,dohc,six,171.0,mpfi,3.27,3.35,9.2,156.0,5200,20.0,24.0,15690,True,False,Medium,False,True,True,False
177,-1.0,,toyota,four,wagon,rwd,front,104.5,187.8,66.5,54.1,3151.0,dohc,six,161.0,mpfi,3.27,3.35,9.2,156.0,5200,19.0,24.0,15750,True,False,Medium,False,True,True,False
178,2.0,122,volkswagen,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2261.0,ohc,four,97.0,idi,3.01,3.4,23.0,52.0,4800,37.0,46.0,7775,True,False,Low,True,False,True,False
179,2.0,122,volkswagen,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2209.0,ohc,four,109.0,mpfi,3.19,3.4,9.0,85.0,5250,27.0,34.0,7975,True,False,Low,False,True,True,False
180,2.0,94,volkswagen,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2264.0,ohc,four,97.0,idi,3.01,3.4,23.0,52.0,4800,37.0,46.0,7995,True,False,Low,True,False,True,False
181,2.0,94,volkswagen,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2212.0,ohc,four,109.0,mpfi,3.19,3.4,9.0,85.0,5250,27.0,34.0,8195,True,False,Low,False,True,True,False
182,2.0,94,volkswagen,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2275.0,ohc,four,109.0,mpfi,3.19,3.4,9.0,85.0,5250,27.0,34.0,8495,True,False,Low,False,True,True,False
183,2.0,94,volkswagen,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2319.0,ohc,four,97.0,idi,3.01,3.4,23.0,68.0,4500,37.0,42.0,9495,False,True,Low,True,False,False,True
184,2.0,94,volkswagen,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2300.0,ohc,four,109.0,mpfi,3.19,3.4,10.0,100.0,5500,26.0,32.0,9995,True,False,Low,False,True,True,False
185,3.0,,volkswagen,two,convertible,fwd,front,94.5,159.3,64.2,55.6,2254.0,ohc,four,109.0,mpfi,3.19,3.4,8.5,90.0,5500,24.0,29.0,11595,True,False,Low,False,True,True,False
186,3.0,256,volkswagen,two,hatchback,fwd,front,94.5,165.7,64.0,51.4,2221.0,ohc,four,109.0,mpfi,3.19,3.4,8.5,90.0,5500,24.0,29.0,9980,True,False,Low,False,True,True,False
187,0.0,,volkswagen,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2661.0,ohc,five,136.0,mpfi,3.19,3.4,8.5,110.0,5500,19.0,24.0,13295,True,False,Low,False,True,True,False
188,0.0,,volkswagen,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2579.0,ohc,four,97.0,idi,3.01,3.4,23.0,68.0,4500,33.0,38.0,13845,False,True,Low,True,False,False,True
189,0.0,,volkswagen,four,wagon,fwd,front,100.4,183.1,66.9,55.1,2563.0,ohc,four,109.0,mpfi,3.19,3.4,9.0,88.0,5500,25.0,31.0,12290,True,False,Low,False,True,True,False
190,-2.0,103,volvo,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2912.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400,23.0,28.0,12940,True,False,Low,False,True,True,False
191,-1.0,74,volvo,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3034.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400,23.0,28.0,13415,True,False,Low,False,True,True,False
192,-2.0,103,volvo,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2935.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400,24.0,28.0,15985,True,False,Low,False,True,True,False
193,-1.0,74,volvo,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3042.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400,24.0,28.0,16515,True,False,Low,False,True,True,False
194,-2.0,103,volvo,four,sedan,rwd,front,104.3,188.8,67.2,56.2,3045.0,ohc,four,130.0,mpfi,3.62,3.15,7.5,162.0,5100,17.0,22.0,18420,False,True,Medium,False,True,False,True
195,-1.0,74,volvo,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3157.0,ohc,four,130.0,mpfi,3.62,3.15,7.5,162.0,5100,17.0,22.0,18950,False,True,Medium,False,True,False,True
196,-1.0,95,volvo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,2952.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400,23.0,28.0,16845,True,False,Low,False,True,True,False
197,-1.0,95,volvo,four,sedan,rwd,front,109.1,188.8,68.8,55.5,3049.0,ohc,four,141.0,mpfi,3.78,3.15,8.7,160.0,5300,19.0,25.0,19045,False,True,Medium,False,True,False,True
198,-1.0,95,volvo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3012.0,ohcv,six,173.0,mpfi,3.58,2.87,8.8,134.0,5500,18.0,23.0,21485,True,False,Medium,False,True,True,False
199,-1.0,95,volvo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3217.0,ohc,six,145.0,idi,3.01,3.4,23.0,106.0,4800,26.0,27.0,22470,False,True,Low,True,False,False,True
200,-1.0,95,volvo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3062.0,ohc,four,141.0,mpfi,3.78,3.15,9.5,114.0,5400,19.0,25.0,22625,False,True,Low,False,True,False,True
126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False
127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False
